project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days
LA-01027,Railway,Rajasthan,Jodhpur,13.75,1,60.86,42.91,59.55,1,4,0,100.0,61.82,71.47,79.69,Notification,270,400
LA-01554,Railway,Madhya Pradesh,Jabalpur,12.92,58,47.34,75.47,63.98,1,4,2,64.62,59.57,100.0,64.63,Rehabilitation,389,517
LA-01900,Industrial,Rajasthan,Kota,5.25,123,76.51,68.0,58.93,6,4,2,64.56,84.14,46.62,40.04,Rehabilitation,406,628
LA-01679,Highway,Telangana,Karimnagar,11.7,116,61.15,73.15,63.86,4,2,3,67.38,39.52,81.89,65.09,Notification,334,597
LA-00836,Highway,Uttar Pradesh,Lucknow,9.41,108,100.0,67.84,55.26,3,3,0,93.03,74.06,100.0,92.49,Compensation,276,559
LA-01876,Railway,Maharashtra,Aurangabad,8.38,133,84.65,51.17,76.24,1,2,1,69.52,32.12,67.57,74.03,Compensation,464,638
LA-00333,Irrigation,Telangana,Hyderabad,7.38,54,100.0,100.0,44.91,0,3,0,73.37,64.54,62.16,77.34,Compensation,190,435
LA-02394,Irrigation,Tamil Nadu,Chennai,16.0,37,100.0,43.33,66.69,1,1,2,100.0,85.65,80.42,84.81,Possession,451,553
LA-00833,Power,Gujarat,Surat,6.42,139,81.32,62.43,60.81,5,3,1,58.39,79.1,81.64,77.61,Valuation,549,529
LA-00334,Urban Development,Karnataka,Hubballi,5.0,1,91.57,68.38,61.35,1,0,0,52.79,41.97,77.98,69.66,Notification,524,422
LA-00631,Irrigation,Uttar Pradesh,Varanasi,26.02,87,100.0,82.5,69.53,0,1,0,60.2,46.64,63.47,84.56,Notification,392,428
LA-02420,Industrial,Karnataka,Mangaluru,6.75,36,67.62,68.7,37.87,0,3,2,53.94,53.6,82.62,60.82,Notification,365,580
LA-00127,Railway,Gujarat,Ahmedabad,12.44,33,74.57,69.87,77.17,1,6,1,76.04,53.59,79.52,76.34,Valuation,361,483
LA-01539,Irrigation,Uttar Pradesh,Varanasi,5.51,13,76.02,63.84,68.06,0,1,0,64.04,87.24,60.96,59.84,Notification,259,412
LA-01976,Irrigation,Uttar Pradesh,Varanasi,8.32,69,72.36,81.6,70.93,0,1,1,63.87,100.0,44.92,59.65,Valuation,395,451
LA-00777,Highway,Rajasthan,Udaipur,6.42,113,98.48,67.81,97.74,2,0,1,96.72,86.98,48.19,88.2,Rehabilitation,364,471
LA-02008,Irrigation,Karnataka,Mangaluru,6.98,59,66.06,68.27,74.48,0,4,0,53.22,71.7,84.11,72.14,Compensation,460,472
LA-01234,Power,Rajasthan,Jaipur,16.21,97,71.07,67.26,62.5,0,1,0,55.68,100.0,62.73,70.25,Valuation,345,518
LA-01346,Irrigation,Telangana,Hyderabad,5.0,84,64.12,72.44,66.61,3,3,2,31.67,80.85,76.77,55.57,Notification,428,431
LA-01495,Irrigation,Tamil Nadu,Coimbatore,8.18,136,57.33,100.0,49.75,3,1,0,74.14,75.93,72.49,69.17,Notification,571,654
LA-01358,Irrigation,Maharashtra,Nashik,16.65,165,89.19,59.46,87.82,5,0,3,56.34,95.09,88.79,67.27,Valuation,437,730
LA-01782,Irrigation,Tamil Nadu,Salem,5.0,85,64.37,29.52,55.32,2,1,2,72.53,77.9,55.88,54.83,Possession,422,506
LA-01732,Railway,Maharashtra,Aurangabad,20.1,43,45.75,71.52,75.75,1,1,2,89.17,80.14,36.49,70.1,Possession,275,416
LA-00709,Irrigation,Maharashtra,Pune,9.23,46,96.65,41.09,56.16,3,4,1,68.69,78.29,46.01,50.83,Valuation,583,646
LA-00133,Railway,Maharashtra,Aurangabad,5.0,61,49.87,80.78,67.32,1,0,0,78.37,51.85,67.32,77.18,Valuation,376,512
LA-01211,Industrial,Maharashtra,Nashik,5.0,78,68.87,73.69,40.26,1,5,0,24.63,73.35,66.67,47.1,Rehabilitation,519,540
LA-01034,Industrial,Rajasthan,Jodhpur,5.17,44,95.79,66.49,54.8,0,4,1,78.02,64.64,87.36,74.23,Notification,260,480
LA-01807,Industrial,Madhya Pradesh,Gwalior,15.19,28,66.52,98.97,38.59,3,0,0,71.48,75.77,61.13,51.92,Compensation,285,465
LA-01520,Railway,Maharashtra,Nagpur,5.94,108,65.19,80.16,66.49,5,3,2,58.61,43.17,17.86,64.79,Compensation,505,574
LA-00017,Industrial,Tamil Nadu,Coimbatore,21.0,96,89.59,63.79,71.13,4,5,1,56.88,26.2,100.0,71.78,Compensation,493,620
LA-01398,Power,Telangana,Nizamabad,19.78,118,81.45,67.07,47.73,1,8,2,81.29,92.27,34.04,62.15,Possession,464,577
LA-00620,Urban Development,Rajasthan,Udaipur,5.0,54,100.0,45.27,72.63,1,4,0,100.0,83.49,46.49,71.11,Valuation,372,409
LA-01345,Highway,Uttar Pradesh,Kanpur,5.0,51,55.21,25.67,30.86,1,2,2,75.65,85.86,69.91,38.39,Valuation,598,583
LA-02050,Highway,Uttar Pradesh,Kanpur,17.29,149,67.55,53.89,66.17,4,2,7,56.11,53.77,81.18,52.64,Valuation,584,553
LA-01970,Highway,Tamil Nadu,Salem,5.0,1,74.52,90.24,27.05,1,1,1,55.9,72.01,48.59,59.76,Possession,177,319
LA-00855,Railway,Uttar Pradesh,Varanasi,11.08,94,74.05,40.35,70.23,4,3,2,67.39,48.51,100.0,77.91,Compensation,460,551
LA-01321,Railway,Maharashtra,Aurangabad,5.74,56,100.0,48.42,62.79,1,3,0,60.54,45.88,96.93,76.92,Compensation,326,495
LA-00913,Highway,Gujarat,Ahmedabad,10.68,75,86.82,70.06,62.94,0,1,0,38.87,85.39,54.82,65.62,Rehabilitation,377,477
LA-01476,Railway,Madhya Pradesh,Bhopal,24.64,18,83.07,60.63,58.59,1,3,0,32.64,91.9,81.29,63.04,Notification,352,430
LA-00389,Irrigation,Telangana,Karimnagar,9.58,107,98.56,69.51,100.0,3,0,0,81.79,74.54,54.97,95.9,Compensation,384,676
LA-00189,Irrigation,Madhya Pradesh,Indore,18.56,82,98.29,58.89,67.51,4,4,1,73.71,73.94,99.18,70.42,Valuation,351,507
LA-01175,Highway,Gujarat,Kutch,6.13,54,78.01,59.07,89.07,0,2,2,9.54,75.62,82.56,64.13,Possession,366,488
LA-00629,Urban Development,Tamil Nadu,Madurai,7.46,102,50.61,51.6,60.74,1,2,3,38.72,92.55,38.58,40.9,Rehabilitation,605,480
LA-01258,Power,Uttar Pradesh,Prayagraj,8.6,86,61.79,73.15,44.62,3,0,1,63.86,94.79,67.46,65.86,Notification,532,617
LA-00744,Irrigation,Gujarat,Vadodara,7.3,146,73.79,75.44,34.51,4,1,5,54.85,55.99,64.73,42.31,Valuation,653,638
LA-01655,Highway,Telangana,Hyderabad,37.24,154,90.32,53.34,90.21,4,2,1,79.59,96.85,93.93,73.94,Possession,547,689
LA-00193,Irrigation,Madhya Pradesh,Jabalpur,18.05,159,73.76,100.0,18.72,3,1,3,68.55,79.02,66.5,61.97,Valuation,586,631
LA-00147,Irrigation,Karnataka,Belagavi,5.62,84,61.63,65.87,77.42,1,2,3,63.77,58.7,64.8,59.67,Rehabilitation,413,400
LA-01004,Irrigation,Madhya Pradesh,Jabalpur,9.19,136,61.16,47.02,75.4,3,1,2,27.81,62.19,47.06,48.44,Rehabilitation,403,531
LA-00917,Power,Madhya Pradesh,Bhopal,7.6,61,86.37,100.0,11.41,3,5,0,69.59,69.97,65.93,65.18,Rehabilitation,592,589
LA-02397,Railway,Gujarat,Surat,5.0,58,74.12,87.48,90.37,0,6,0,49.1,17.25,82.24,82.74,Valuation,379,435
LA-02074,Power,Uttar Pradesh,Kanpur,14.58,89,67.15,71.77,61.35,4,0,4,54.26,59.05,83.37,71.4,Notification,490,544
LA-00825,Irrigation,Rajasthan,Kota,5.0,136,66.87,82.59,62.71,3,2,4,15.8,77.87,69.48,47.29,Notification,691,692
LA-01253,Industrial,Maharashtra,Thane,23.94,104,54.61,63.68,69.62,1,2,2,44.49,78.39,68.37,70.67,Notification,258,451
LA-00469,Irrigation,Uttar Pradesh,Kanpur,8.58,97,60.54,37.98,77.76,4,3,1,95.63,67.35,66.06,67.47,Notification,257,559
LA-01068,Highway,Uttar Pradesh,Agra,13.92,7,71.07,67.79,100.0,0,3,1,37.91,83.78,78.71,76.09,Valuation,245,415
LA-00476,Railway,Uttar Pradesh,Lucknow,8.71,80,74.26,84.6,55.83,0,2,1,46.25,86.21,57.0,72.39,Compensation,251,447
LA-02428,Railway,Rajasthan,Jaipur,11.21,1,61.97,50.88,75.12,0,2,0,100.0,79.62,56.3,64.06,Notification,380,497
LA-00266,Railway,Rajasthan,Jaipur,7.26,96,92.05,71.72,51.08,2,3,2,47.23,75.71,91.32,76.13,Possession,416,532
LA-02451,Industrial,Karnataka,Belagavi,21.06,60,58.83,52.46,70.74,0,4,1,83.35,75.8,100.0,73.88,Rehabilitation,343,472
LA-01240,Urban Development,Gujarat,Vadodara,19.11,39,91.04,58.28,0.0,0,3,0,100.0,56.59,48.25,59.56,Rehabilitation,228,449
LA-00219,Urban Development,Uttar Pradesh,Varanasi,12.84,97,89.18,68.61,37.89,1,1,0,85.39,95.17,63.62,55.1,Notification,562,552
LA-00522,Railway,Tamil Nadu,Salem,5.0,1,100.0,85.9,100.0,1,3,0,89.7,99.57,100.0,100.0,Possession,277,465
LA-00124,Power,Rajasthan,Jaipur,5.0,81,85.57,28.16,95.08,2,4,0,92.2,21.39,53.34,72.27,Compensation,292,467
LA-00842,Power,Gujarat,Rajkot,5.95,12,79.79,47.53,57.5,0,1,1,14.29,75.09,63.09,51.63,Notification,384,450
LA-00273,Industrial,Maharashtra,Nashik,10.25,69,79.93,79.18,59.86,0,3,2,57.51,85.97,70.68,74.25,Rehabilitation,506,596
LA-00130,Industrial,Madhya Pradesh,Bhopal,7.01,94,51.4,71.91,58.2,6,1,0,76.3,61.96,83.62,72.04,Notification,349,527
LA-00556,Railway,Telangana,Karimnagar,5.0,135,32.43,100.0,62.5,3,2,2,68.16,46.74,93.92,88.82,Rehabilitation,389,481
LA-00975,Irrigation,Uttar Pradesh,Prayagraj,6.59,55,77.91,93.35,64.09,0,2,2,72.97,21.32,82.69,95.81,Rehabilitation,277,526
LA-00606,Industrial,Gujarat,Surat,10.36,105,60.69,54.83,42.45,0,1,3,56.68,91.4,46.87,41.74,Notification,421,512
LA-01952,Urban Development,Telangana,Warangal,6.26,75,62.88,80.85,80.72,2,1,4,55.88,73.11,89.79,74.23,Rehabilitation,476,540
LA-01785,Irrigation,Madhya Pradesh,Gwalior,5.25,64,72.13,74.51,17.11,3,2,1,71.58,59.97,63.47,53.57,Compensation,460,496
LA-01400,Power,Karnataka,Hubballi,5.0,161,46.93,43.38,80.56,1,1,5,44.58,80.24,71.31,60.16,Rehabilitation,401,562
LA-01576,Highway,Uttar Pradesh,Lucknow,5.0,1,79.11,100.0,50.29,0,0,0,63.6,88.39,52.04,72.83,Rehabilitation,382,569
LA-00220,Urban Development,Gujarat,Vadodara,10.3,19,90.99,68.94,51.88,2,5,1,64.03,86.9,72.29,67.59,Compensation,307,589
LA-01572,Industrial,Rajasthan,Ajmer,7.97,109,72.04,56.03,81.73,1,3,2,67.35,63.07,100.0,81.48,Possession,441,518
LA-01118,Railway,Rajasthan,Ajmer,5.0,157,63.41,55.56,88.96,3,3,2,100.0,37.34,53.29,69.64,Compensation,570,656
LA-00243,Urban Development,Rajasthan,Jaipur,5.0,61,90.46,44.52,87.07,1,4,1,71.71,83.75,72.33,72.77,Compensation,428,526
LA-00525,Railway,Telangana,Khammam,5.0,72,80.51,50.76,55.41,0,2,0,91.94,96.72,75.12,61.96,Compensation,506,471
LA-02367,Railway,Maharashtra,Pune,5.0,42,90.52,79.95,36.0,2,3,0,27.25,79.92,74.51,56.72,Rehabilitation,434,531
LA-00864,Urban Development,Madhya Pradesh,Indore,16.37,76,69.75,62.0,48.19,5,4,1,78.57,41.24,100.0,68.69,Rehabilitation,494,578
LA-02408,Industrial,Maharashtra,Nagpur,29.34,38,90.0,63.25,42.32,1,1,0,53.22,55.63,68.27,56.65,Rehabilitation,281,424
LA-00866,Highway,Madhya Pradesh,Bhopal,15.75,74,86.75,62.8,73.07,1,2,2,93.52,26.46,76.56,68.15,Valuation,300,437
LA-02472,Power,Gujarat,Surat,9.08,87,100.0,77.65,64.61,4,1,0,27.5,62.45,25.92,57.98,Compensation,629,610
LA-00736,Urban Development,Maharashtra,Nashik,6.0,97,89.81,49.4,92.07,0,2,3,70.82,65.64,97.24,80.17,Compensation,320,399
LA-00153,Power,Gujarat,Ahmedabad,12.02,116,75.08,66.61,46.26,2,0,2,27.71,41.66,83.97,50.53,Rehabilitation,277,497
LA-01167,Urban Development,Tamil Nadu,Madurai,5.0,95,79.67,97.0,77.09,1,2,0,28.85,58.76,32.01,70.8,Rehabilitation,495,679
LA-00430,Railway,Rajasthan,Kota,32.53,102,66.73,74.16,66.92,3,2,1,21.52,31.7,100.0,75.7,Rehabilitation,480,563
LA-00860,Railway,Tamil Nadu,Coimbatore,9.51,56,90.4,87.75,60.47,0,7,2,26.77,63.84,73.63,65.52,Notification,452,448
LA-01217,Urban Development,Gujarat,Vadodara,36.96,119,100.0,49.02,54.51,1,2,1,21.53,48.25,78.97,58.92,Possession,516,510
LA-01107,Highway,Karnataka,Mysuru,5.0,1,71.44,70.44,22.9,1,5,0,59.28,68.4,69.48,63.88,Possession,248,396
LA-01263,Highway,Telangana,Nizamabad,5.0,118,99.97,50.25,40.06,3,3,0,73.46,56.02,67.62,69.38,Notification,470,599
LA-00708,Power,Telangana,Khammam,5.0,123,96.82,47.9,61.29,3,3,1,32.81,44.68,58.16,48.2,Notification,571,594
LA-01084,Highway,Karnataka,Mangaluru,5.0,156,55.39,64.6,43.99,3,3,4,77.81,96.3,61.19,75.57,Valuation,426,487
LA-00242,Railway,Telangana,Warangal,27.35,106,72.3,100.0,77.79,2,1,0,43.95,63.51,75.63,91.38,Possession,276,454
LA-01658,Highway,Gujarat,Kutch,5.35,56,44.79,47.99,69.39,1,2,1,51.68,62.72,76.06,61.99,Notification,397,495
LA-00035,Industrial,Rajasthan,Udaipur,5.0,43,79.68,67.39,75.01,0,1,3,34.72,46.38,81.09,73.42,Notification,346,455
LA-00044,Urban Development,Rajasthan,Kota,9.66,43,79.78,35.03,36.34,1,2,1,81.22,48.99,100.0,54.56,Possession,465,463
LA-01200,Industrial,Madhya Pradesh,Ujjain,13.39,8,55.92,46.38,94.48,0,0,0,58.89,60.73,65.89,55.67,Valuation,266,508
LA-02013,Power,Uttar Pradesh,Varanasi,5.0,1,76.64,46.81,54.09,1,4,0,31.94,60.43,99.84,72.98,Notification,310,409
LA-01625,Power,Maharashtra,Thane,5.0,87,58.92,44.95,37.77,0,3,2,72.38,68.69,45.3,36.06,Possession,438,565
LA-01445,Irrigation,Gujarat,Vadodara,8.34,107,85.1,75.09,88.36,3,5,1,63.76,56.02,84.55,78.16,Notification,304,510
LA-00256,Irrigation,Tamil Nadu,Tiruchirappalli,5.0,15,90.31,95.82,100.0,1,1,0,31.21,81.98,80.98,67.69,Rehabilitation,279,516
LA-00139,Highway,Karnataka,Mysuru,10.19,103,86.84,50.44,48.99,2,0,4,43.76,26.26,59.48,55.57,Compensation,298,480
LA-02252,Urban Development,Telangana,Khammam,7.69,74,80.2,72.85,61.71,2,5,0,90.92,59.16,68.44,73.01,Compensation,368,557
LA-02016,Highway,Rajasthan,Jaipur,14.96,79,75.12,81.19,57.74,1,1,1,92.14,59.92,87.64,68.89,Compensation,572,621
LA-02235,Urban Development,Maharashtra,Pune,9.85,154,63.35,68.01,46.46,4,2,4,66.05,51.82,79.68,58.67,Notification,406,683
LA-00933,Industrial,Uttar Pradesh,Varanasi,44.57,148,96.71,100.0,45.73,2,2,3,15.42,82.55,67.32,59.34,Compensation,442,573
LA-01673,Urban Development,Karnataka,Belagavi,7.71,83,100.0,85.67,30.11,1,3,1,35.63,59.62,65.24,47.93,Notification,532,616
LA-01226,Highway,Rajasthan,Udaipur,6.63,86,77.79,72.66,100.0,1,2,1,74.88,86.45,90.43,93.54,Possession,421,616
LA-00395,Urban Development,Maharashtra,Nagpur,7.17,52,50.53,52.63,16.32,2,5,1,38.14,50.22,67.12,33.31,Possession,466,530
LA-01396,Urban Development,Uttar Pradesh,Agra,5.0,65,74.51,65.13,55.58,4,2,1,24.58,50.51,87.04,59.33,Compensation,517,642
LA-01994,Highway,Gujarat,Vadodara,5.0,56,47.69,57.0,77.53,1,1,0,75.5,94.72,55.1,62.49,Valuation,365,485
LA-01915,Power,Uttar Pradesh,Prayagraj,5.0,105,53.06,70.76,57.43,3,2,0,76.17,94.44,72.07,74.58,Notification,331,545
LA-02233,Highway,Tamil Nadu,Tiruchirappalli,6.58,72,62.97,50.72,53.99,1,2,1,34.73,88.73,74.89,56.48,Valuation,179,463
LA-02319,Irrigation,Tamil Nadu,Tiruchirappalli,5.0,102,53.98,83.6,35.57,2,4,2,53.03,39.24,54.94,47.3,Notification,486,574
LA-02363,Industrial,Gujarat,Kutch,7.69,44,91.09,66.87,99.82,1,3,0,21.4,72.19,66.71,66.37,Notification,412,374
LA-00982,Power,Gujarat,Vadodara,5.13,91,100.0,78.55,63.72,2,5,2,73.11,83.6,56.49,70.2,Valuation,382,539
LA-01497,Highway,Telangana,Khammam,5.0,103,92.27,64.25,76.3,3,2,2,82.69,33.05,53.63,91.45,Possession,299,562
LA-02379,Highway,Maharashtra,Nashik,5.1,44,81.94,82.26,81.3,1,3,2,58.04,81.24,42.36,56.18,Rehabilitation,358,564
LA-01702,Highway,Rajasthan,Kota,5.0,103,46.26,91.31,52.39,0,1,2,57.15,79.16,84.18,60.62,Valuation,325,479
LA-00586,Industrial,Maharashtra,Thane,5.0,39,100.0,85.81,75.45,0,1,0,89.66,27.6,81.91,86.65,Rehabilitation,290,552
LA-01481,Industrial,Telangana,Hyderabad,6.47,131,100.0,46.77,48.56,3,3,5,75.23,31.16,91.78,63.68,Possession,352,535
LA-00707,Urban Development,Telangana,Khammam,5.0,12,22.74,100.0,68.72,2,1,0,37.81,84.56,84.44,68.17,Possession,411,620
LA-00236,Highway,Madhya Pradesh,Bhopal,15.78,76,82.57,49.07,45.76,3,1,1,27.24,53.79,70.8,63.14,Compensation,629,699
LA-00715,Railway,Tamil Nadu,Chennai,13.25,124,100.0,84.51,64.23,3,3,4,70.14,50.69,69.72,71.7,Rehabilitation,352,540
LA-00360,Power,Gujarat,Vadodara,5.62,62,83.34,78.78,82.33,1,2,3,90.79,69.56,84.69,74.75,Notification,362,556
LA-01683,Irrigation,Madhya Pradesh,Bhopal,8.15,75,83.15,78.98,27.0,3,2,1,29.16,56.24,74.8,59.0,Possession,402,509
LA-01313,Highway,Telangana,Nizamabad,5.63,64,100.0,88.48,70.53,5,1,1,100.0,68.07,36.12,82.81,Valuation,521,571
LA-01528,Industrial,Rajasthan,Ajmer,23.48,19,68.72,56.69,64.91,2,3,0,59.5,70.67,50.53,69.11,Valuation,321,553
LA-02415,Urban Development,Uttar Pradesh,Lucknow,26.32,15,81.41,71.81,51.64,1,3,1,67.79,71.61,50.24,50.19,Compensation,383,493
LA-02424,Power,Tamil Nadu,Chennai,26.38,136,65.95,24.85,22.0,6,4,1,6.71,98.8,40.69,36.51,Rehabilitation,437,682
LA-00739,Industrial,Telangana,Khammam,7.61,125,58.0,75.66,48.52,3,2,2,42.19,64.23,67.92,56.56,Valuation,477,518
LA-00201,Power,Gujarat,Surat,8.36,78,79.13,15.74,69.64,4,3,2,71.6,24.03,93.75,59.5,Valuation,462,571
LA-01418,Power,Madhya Pradesh,Bhopal,5.0,1,68.43,67.39,63.69,1,3,0,47.82,31.52,98.87,71.03,Notification,452,471
LA-00768,Highway,Maharashtra,Aurangabad,5.0,19,84.82,55.45,37.15,1,5,1,49.71,89.37,74.67,56.54,Possession,443,426
LA-01906,Urban Development,Gujarat,Surat,5.0,75,76.11,41.11,23.2,1,4,1,23.02,85.25,77.22,42.72,Compensation,496,608
LA-02142,Railway,Maharashtra,Nashik,17.72,72,65.77,44.56,33.85,0,1,0,26.4,74.29,49.45,40.84,Rehabilitation,466,504
LA-01824,Highway,Rajasthan,Kota,19.67,107,61.45,100.0,51.45,1,1,4,68.85,61.41,72.66,53.06,Compensation,408,430
LA-01847,Railway,Uttar Pradesh,Prayagraj,6.93,55,52.29,62.3,51.09,2,1,0,92.8,50.51,93.87,69.53,Possession,231,436
LA-00513,Railway,Karnataka,Hubballi,5.0,72,87.54,60.66,80.82,3,1,2,69.43,77.24,68.03,82.24,Rehabilitation,300,491
LA-02437,Highway,Maharashtra,Aurangabad,10.21,155,77.34,9.71,29.71,3,1,0,85.99,55.14,73.26,45.81,Possession,394,529
LA-01082,Urban Development,Tamil Nadu,Chennai,5.82,1,76.33,67.2,74.75,0,2,1,47.44,52.58,53.33,71.08,Notification,237,462
LA-02255,Highway,Rajasthan,Jaipur,27.9,45,73.36,80.82,62.67,1,0,1,62.98,42.91,34.82,53.05,Valuation,437,551
LA-00203,Highway,Telangana,Khammam,6.83,28,55.75,100.0,60.48,0,4,1,82.48,68.22,80.1,61.96,Possession,191,446
LA-00746,Power,Uttar Pradesh,Varanasi,5.0,36,68.12,93.97,88.66,0,4,0,36.14,100.0,44.79,68.57,Rehabilitation,334,496
LA-00849,Power,Telangana,Hyderabad,5.0,85,79.96,90.18,88.27,2,4,0,59.23,79.09,50.8,49.2,Possession,504,609
LA-02267,Highway,Tamil Nadu,Chennai,5.0,76,68.71,94.81,49.72,1,3,0,96.21,99.99,83.04,77.58,Possession,358,468
LA-02192,Irrigation,Telangana,Nizamabad,5.0,77,71.12,90.56,46.27,4,3,0,90.19,65.66,64.64,78.73,Valuation,299,570
LA-00826,Urban Development,Maharashtra,Nashik,6.12,41,51.4,34.23,73.89,0,0,1,37.71,65.24,60.82,43.81,Possession,419,500
LA-00415,Railway,Telangana,Hyderabad,7.67,3,79.29,79.41,70.72,0,4,1,78.93,68.03,57.87,85.04,Valuation,175,372
LA-02250,Industrial,Rajasthan,Jodhpur,22.0,126,70.55,100.0,26.63,3,1,1,51.71,59.24,100.0,66.72,Valuation,515,608
LA-01349,Power,Maharashtra,Thane,8.63,139,77.51,86.81,54.61,2,4,3,92.15,94.14,48.83,69.08,Valuation,344,545
LA-01390,Urban Development,Telangana,Warangal,20.76,35,72.34,95.34,45.89,0,2,0,87.78,81.23,52.47,78.62,Valuation,529,519
LA-00141,Railway,Rajasthan,Jodhpur,5.0,90,52.21,85.01,54.84,3,3,2,32.88,98.68,72.48,55.72,Rehabilitation,417,467
LA-02498,Urban Development,Karnataka,Hubballi,5.0,48,100.0,83.67,84.32,0,3,1,80.27,63.07,43.56,70.81,Valuation,271,470
LA-02149,Railway,Rajasthan,Ajmer,6.3,97,82.3,60.22,53.47,5,6,2,97.04,72.87,68.35,63.7,Rehabilitation,383,606
LA-01245,Power,Gujarat,Rajkot,9.67,104,79.62,85.34,74.71,3,3,2,58.69,72.49,80.51,77.41,Valuation,524,584
LA-00959,Urban Development,Telangana,Hyderabad,5.23,172,76.29,76.33,44.7,4,0,3,80.85,58.53,68.31,72.31,Rehabilitation,270,549
LA-01472,Railway,Gujarat,Rajkot,5.0,1,74.77,100.0,61.24,0,1,0,36.04,32.29,62.26,68.21,Notification,305,381
LA-02418,Power,Tamil Nadu,Salem,6.16,40,91.89,96.09,76.13,1,2,1,95.05,74.48,66.02,74.07,Rehabilitation,326,547
LA-00848,Urban Development,Maharashtra,Thane,5.0,13,50.6,100.0,52.36,0,1,3,55.54,45.74,67.32,59.17,Valuation,240,514
LA-01640,Railway,Rajasthan,Udaipur,5.0,160,100.0,60.07,69.29,0,2,2,45.08,76.61,53.25,70.99,Rehabilitation,436,487
LA-00375,Irrigation,Tamil Nadu,Coimbatore,5.0,100,74.02,66.08,73.01,5,2,0,45.67,76.9,85.31,76.31,Rehabilitation,286,507
LA-00639,Power,Uttar Pradesh,Varanasi,5.0,76,100.0,72.62,67.15,1,6,2,24.27,49.15,41.77,57.12,Valuation,30,496
LA-00440,Power,Uttar Pradesh,Kanpur,5.0,94,64.6,79.13,55.92,3,3,0,38.48,79.47,39.45,49.5,Valuation,472,627
LA-00584,Railway,Rajasthan,Kota,21.82,91,91.77,100.0,69.53,5,3,3,75.72,74.58,59.61,69.31,Possession,415,549
LA-01486,Industrial,Gujarat,Surat,9.3,111,56.81,100.0,68.74,1,3,2,42.52,74.83,87.63,86.31,Compensation,284,537
LA-02071,Highway,Maharashtra,Aurangabad,37.24,195,38.84,81.82,47.65,1,2,4,75.53,82.39,69.78,68.66,Rehabilitation,476,582
LA-00983,Power,Rajasthan,Ajmer,16.08,75,58.62,43.81,44.02,3,2,4,68.34,84.7,67.07,50.73,Notification,368,530
LA-00716,Highway,Karnataka,Belagavi,6.66,145,92.63,86.19,70.51,3,5,8,17.7,73.6,67.3,60.42,Notification,448,644
LA-00206,Industrial,Karnataka,Mangaluru,12.92,8,78.55,11.91,77.01,1,4,0,61.73,77.43,29.3,44.3,Possession,441,457
LA-01314,Railway,Karnataka,Belagavi,5.0,61,95.64,20.06,38.15,3,3,0,52.95,27.38,74.3,54.26,Valuation,460,497
LA-02064,Power,Madhya Pradesh,Gwalior,5.0,22,81.79,67.68,80.05,0,2,1,84.63,94.98,59.9,65.27,Possession,573,479
LA-00694,Urban Development,Telangana,Nizamabad,5.0,143,83.78,85.31,89.43,3,3,2,83.24,65.48,71.85,78.97,Rehabilitation,439,497
LA-00056,Railway,Maharashtra,Pune,9.75,1,100.0,52.58,72.87,2,3,1,37.48,80.89,72.71,69.45,Rehabilitation,450,633
LA-00442,Railway,Gujarat,Surat,5.62,96,92.2,72.38,47.96,4,2,4,49.41,73.81,68.5,75.02,Notification,165,426
LA-00852,Industrial,Tamil Nadu,Madurai,23.05,105,86.77,71.45,73.36,2,5,3,71.04,77.44,63.22,61.23,Rehabilitation,424,488
LA-01858,Urban Development,Madhya Pradesh,Bhopal,5.0,99,81.03,62.63,74.97,2,2,4,54.17,100.0,81.92,66.58,Compensation,292,454
LA-01505,Industrial,Uttar Pradesh,Prayagraj,5.0,55,96.11,35.69,100.0,1,3,0,69.84,67.46,57.78,67.98,Notification,438,544
LA-00837,Railway,Karnataka,Mangaluru,5.48,27,100.0,82.09,94.66,0,2,0,81.15,55.65,82.57,95.27,Compensation,144,463
LA-01190,Urban Development,Rajasthan,Udaipur,6.35,92,69.09,74.03,94.52,1,4,0,69.57,58.26,53.2,80.43,Rehabilitation,268,463
LA-02248,Urban Development,Rajasthan,Ajmer,10.42,105,56.73,91.28,65.96,1,2,1,8.59,51.15,65.48,70.9,Compensation,487,560
LA-00886,Railway,Maharashtra,Nashik,6.07,41,86.17,53.52,65.73,0,5,0,71.09,97.03,69.86,69.67,Valuation,305,519
LA-00393,Irrigation,Maharashtra,Thane,8.04,86,52.45,89.91,44.61,3,0,3,62.17,69.82,39.08,65.82,Valuation,509,516
LA-01264,Urban Development,Rajasthan,Udaipur,9.41,81,54.25,77.79,80.1,4,1,2,68.38,63.97,71.56,80.53,Compensation,409,594
LA-01727,Highway,Maharashtra,Nashik,6.34,90,93.15,100.0,75.02,0,2,2,60.06,74.72,85.67,88.89,Rehabilitation,423,532
LA-00336,Railway,Maharashtra,Nagpur,5.8,16,70.26,43.05,44.23,0,3,0,73.22,53.33,73.25,50.02,Possession,471,373
LA-01581,Highway,Uttar Pradesh,Lucknow,5.12,119,88.6,68.11,36.22,5,2,2,87.76,35.77,78.57,84.0,Compensation,332,544
