project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days,delay_status
LA-01855,Highway,Uttar Pradesh,Lucknow,7.18,1,41.71,59.4,45.62,2,2,1,45.8,72.91,100.0,54.33,Compensation,546,602,0
LA-01856,Highway,Maharashtra,Nagpur,5.0,112,62.79,18.14,75.37,3,1,2,72.46,81.6,50.76,57.45,Notification,379,488,1
LA-01857,Highway,Maharashtra,Thane,13.68,20,84.65,71.69,29.88,0,1,3,24.15,67.05,100.0,61.15,Valuation,430,505,0
LA-01858,Urban Development,Madhya Pradesh,Bhopal,5.0,99,81.03,62.63,74.97,2,2,4,54.17,100.0,81.92,66.58,Compensation,292,454,1
LA-01859,Highway,Maharashtra,Nashik,5.0,1,61.64,55.58,89.17,1,3,1,20.09,42.21,75.08,76.19,Compensation,237,447,1
LA-01860,Urban Development,Tamil Nadu,Madurai,5.0,105,90.91,69.92,100.0,2,1,5,62.8,82.51,67.55,87.68,Valuation,418,543,0
LA-01861,Urban Development,Madhya Pradesh,Ujjain,5.53,1,76.76,33.17,80.62,0,4,0,54.5,72.56,41.48,66.92,Possession,305,398,0
LA-01862,Highway,Maharashtra,Thane,5.0,49,72.05,69.69,39.78,1,2,0,80.47,93.19,89.56,61.28,Notification,415,447,0
LA-01863,Urban Development,Madhya Pradesh,Bhopal,7.18,67,99.71,49.17,47.4,2,1,1,31.41,69.72,49.8,49.38,Compensation,305,442,1
LA-01864,Railway,Gujarat,Ahmedabad,16.83,195,87.24,61.72,56.31,4,3,7,100.0,74.14,80.5,64.33,Valuation,522,605,1
LA-01865,Urban Development,Uttar Pradesh,Agra,5.0,119,90.44,71.96,52.27,3,4,1,59.61,79.43,47.94,68.27,Possession,326,451,1
LA-01866,Railway,Uttar Pradesh,Lucknow,28.59,171,100.0,100.0,65.34,2,5,3,75.4,47.0,71.09,80.52,Valuation,431,584,1
LA-01867,Irrigation,Telangana,Karimnagar,36.59,128,94.54,97.62,74.82,0,4,1,39.22,44.82,63.81,68.94,Valuation,348,489,0
LA-01868,Urban Development,Madhya Pradesh,Gwalior,14.42,131,83.2,69.91,51.13,3,4,2,29.37,75.35,51.62,48.47,Notification,732,676,1
LA-01869,Irrigation,Maharashtra,Aurangabad,17.76,107,80.04,59.82,33.3,3,4,0,67.33,57.5,53.77,66.89,Notification,405,562,0
LA-01870,Urban Development,Rajasthan,Udaipur,6.19,22,71.31,90.93,35.34,0,2,0,100.0,67.19,53.87,74.38,Compensation,345,471,0
LA-01871,Power,Karnataka,Mangaluru,9.25,88,62.17,96.63,78.67,3,3,1,83.73,63.91,100.0,87.03,Notification,401,656,0
LA-01872,Highway,Tamil Nadu,Salem,6.64,134,49.98,52.46,60.49,3,4,1,47.26,78.52,61.26,58.22,Notification,490,514,1
LA-01873,Industrial,Karnataka,Belagavi,5.0,61,100.0,72.75,83.83,1,2,1,41.78,48.78,91.57,76.73,Possession,331,389,0
LA-01874,Power,Karnataka,Belagavi,5.0,84,100.0,77.68,66.36,1,0,3,45.33,20.3,68.08,86.47,Valuation,379,413,0
LA-01875,Urban Development,Telangana,Nizamabad,5.0,1,64.33,91.49,44.65,0,1,1,18.79,72.92,63.2,51.12,Rehabilitation,370,420,1
LA-01876,Railway,Maharashtra,Aurangabad,8.38,133,84.65,51.17,76.24,1,2,1,69.52,32.12,67.57,74.03,Compensation,464,638,0
LA-01877,Railway,Gujarat,Vadodara,5.0,113,79.32,65.63,72.23,2,4,2,63.95,89.24,66.18,73.25,Notification,442,499,0
LA-01878,Industrial,Uttar Pradesh,Prayagraj,21.37,57,82.74,50.14,40.39,0,2,0,25.51,52.51,77.93,55.4,Notification,337,463,1
LA-01879,Highway,Rajasthan,Udaipur,10.61,152,60.79,85.08,39.51,3,1,0,88.21,53.86,53.14,57.6,Rehabilitation,527,563,1
LA-01880,Power,Maharashtra,Nashik,5.0,124,73.65,55.32,70.55,2,3,2,70.94,85.53,63.73,68.13,Notification,322,482,1
LA-01881,Irrigation,Madhya Pradesh,Jabalpur,5.02,17,66.36,77.23,24.97,0,4,2,56.14,100.0,78.6,48.0,Valuation,478,551,1
LA-01882,Urban Development,Telangana,Hyderabad,20.61,230,77.99,93.56,63.65,7,4,5,40.42,100.0,56.25,70.14,Valuation,563,718,1
LA-01883,Industrial,Uttar Pradesh,Agra,5.0,82,55.83,66.28,38.33,1,1,0,71.6,48.32,89.81,68.8,Possession,406,585,0
LA-01884,Urban Development,Karnataka,Belagavi,8.19,154,78.54,41.99,63.72,4,2,5,48.44,74.8,50.47,67.33,Compensation,257,589,1
LA-01885,Industrial,Telangana,Karimnagar,9.34,66,100.0,39.82,100.0,2,2,1,93.13,49.78,87.03,80.27,Possession,356,542,0
LA-01886,Irrigation,Rajasthan,Udaipur,5.0,1,62.35,46.75,75.46,1,6,0,60.8,85.33,54.15,65.35,Notification,179,480,0
LA-01887,Highway,Karnataka,Belagavi,6.74,94,91.21,80.27,82.57,1,0,1,40.36,67.92,58.17,83.84,Rehabilitation,335,450,0
LA-01888,Railway,Rajasthan,Jaipur,19.65,114,54.86,95.56,83.33,2,0,1,59.55,73.76,72.74,76.7,Notification,340,628,0
LA-01889,Power,Gujarat,Ahmedabad,5.0,93,94.32,93.26,55.44,0,5,2,58.45,67.98,70.15,92.95,Rehabilitation,352,591,1
LA-01890,Power,Gujarat,Surat,12.38,130,82.82,42.58,100.0,3,2,3,36.24,100.0,44.66,65.0,Rehabilitation,537,532,0
LA-01891,Urban Development,Tamil Nadu,Coimbatore,5.0,24,77.16,76.99,87.3,0,4,0,95.42,75.31,100.0,78.84,Compensation,268,492,0
LA-01892,Urban Development,Maharashtra,Pune,9.21,22,92.67,76.82,81.7,0,3,1,53.32,87.7,69.32,88.59,Possession,266,360,0
LA-01893,Industrial,Uttar Pradesh,Kanpur,25.57,59,90.18,59.56,93.56,1,2,0,72.87,62.75,72.96,79.28,Compensation,371,513,0
LA-01894,Power,Uttar Pradesh,Varanasi,23.28,139,71.59,75.31,66.14,3,1,2,85.77,76.49,97.93,75.59,Possession,232,597,1
LA-01895,Irrigation,Tamil Nadu,Tiruchirappalli,7.58,23,48.09,37.84,75.67,1,2,1,17.39,45.05,38.91,55.75,Possession,368,455,1
LA-01896,Highway,Gujarat,Vadodara,8.25,53,79.87,58.58,51.29,3,3,1,71.68,47.81,71.76,49.3,Notification,427,518,0
LA-01897,Industrial,Uttar Pradesh,Agra,5.0,107,58.5,74.38,92.48,3,1,1,83.39,44.38,97.83,83.48,Rehabilitation,475,606,0
LA-01898,Industrial,Uttar Pradesh,Lucknow,5.41,1,63.2,51.39,46.89,1,0,0,53.84,78.33,92.34,49.87,Notification,341,440,1
LA-01899,Railway,Karnataka,Mysuru,5.0,114,95.56,100.0,73.55,2,4,3,51.86,71.64,63.38,72.4,Rehabilitation,415,526,1
LA-01900,Industrial,Rajasthan,Kota,5.25,123,76.51,68.0,58.93,6,4,2,64.56,84.14,46.62,40.04,Rehabilitation,406,628,1
LA-01901,Industrial,Maharashtra,Thane,21.41,127,77.29,88.69,81.46,4,5,3,38.66,73.68,87.37,79.87,Rehabilitation,485,630,1
LA-01902,Power,Uttar Pradesh,Varanasi,5.0,71,76.77,35.59,56.2,1,2,0,39.16,89.73,62.83,44.7,Possession,442,483,0
LA-01903,Railway,Gujarat,Vadodara,6.9,54,86.86,72.06,88.87,0,2,3,42.24,72.5,47.02,66.65,Compensation,319,475,0
LA-01904,Industrial,Telangana,Khammam,8.01,69,78.24,95.72,17.17,3,3,2,0.0,75.79,62.54,52.31,Compensation,529,605,1
LA-01905,Irrigation,Tamil Nadu,Chennai,13.4,93,72.17,71.88,82.54,1,2,3,64.84,73.0,62.76,85.88,Notification,390,597,0
LA-01906,Urban Development,Gujarat,Surat,5.0,75,76.11,41.11,23.2,1,4,1,23.02,85.25,77.22,42.72,Compensation,496,608,1
LA-01907,Irrigation,Gujarat,Rajkot,7.65,83,68.02,78.26,39.53,1,1,0,67.36,99.89,93.18,58.36,Rehabilitation,314,484,0
LA-01908,Highway,Telangana,Nizamabad,19.08,80,76.94,65.21,93.33,3,5,1,70.35,78.85,88.57,78.03,Compensation,382,560,0
LA-01909,Industrial,Tamil Nadu,Chennai,18.25,63,54.14,84.87,61.1,1,4,0,88.75,72.25,86.56,81.12,Valuation,267,483,0
LA-01910,Railway,Madhya Pradesh,Jabalpur,5.41,110,76.83,73.86,72.57,2,0,1,67.67,79.42,44.04,64.62,Possession,270,419,0
LA-01911,Highway,Maharashtra,Nagpur,11.54,1,85.65,64.5,72.95,1,0,1,31.69,79.94,55.85,61.09,Notification,523,471,0
LA-01912,Irrigation,Rajasthan,Jaipur,12.66,97,88.12,50.86,62.29,1,2,0,68.22,36.35,69.45,54.65,Possession,473,571,1
LA-01913,Irrigation,Gujarat,Vadodara,15.48,148,89.21,47.9,73.6,6,1,3,27.72,42.22,95.17,75.61,Rehabilitation,477,644,0
LA-01914,Urban Development,Telangana,Nizamabad,5.1,123,100.0,46.89,86.02,2,2,3,49.38,85.1,96.51,64.34,Notification,464,579,0
LA-01915,Power,Uttar Pradesh,Prayagraj,5.0,105,53.06,70.76,57.43,3,2,0,76.17,94.44,72.07,74.58,Notification,331,545,1
LA-01916,Irrigation,Telangana,Khammam,5.0,123,100.0,74.75,33.18,2,6,0,48.72,91.41,86.17,61.72,Rehabilitation,611,737,1
LA-01917,Irrigation,Maharashtra,Aurangabad,35.86,149,100.0,86.61,84.69,5,1,4,61.12,78.17,41.75,83.22,Notification,565,648,0
LA-01918,Power,Madhya Pradesh,Jabalpur,7.13,57,100.0,94.51,72.35,4,2,1,67.14,100.0,56.99,81.74,Rehabilitation,202,478,0
LA-01919,Urban Development,Tamil Nadu,Coimbatore,23.21,73,90.5,70.85,39.22,3,2,2,26.02,52.06,55.62,55.72,Possession,603,636,1
LA-01920,Irrigation,Tamil Nadu,Salem,5.0,91,41.64,59.05,48.16,6,3,0,49.74,58.63,66.66,62.7,Valuation,509,574,0
LA-01921,Industrial,Maharashtra,Thane,5.0,131,57.45,80.63,100.0,3,1,1,100.0,93.97,44.81,85.68,Valuation,466,546,0
LA-01922,Irrigation,Karnataka,Bengaluru,6.76,89,100.0,91.65,11.96,3,2,2,80.51,87.82,74.68,57.45,Compensation,420,443,1
LA-01923,Urban Development,Telangana,Warangal,5.37,92,63.53,55.78,46.61,0,2,1,71.82,100.0,64.8,79.63,Possession,524,542,0
LA-01924,Power,Maharashtra,Thane,5.0,128,99.25,96.07,42.42,2,2,3,58.77,55.17,55.25,72.75,Notification,387,592,1
LA-01925,Urban Development,Tamil Nadu,Madurai,30.34,80,83.15,90.09,43.48,2,3,1,64.27,53.19,53.36,57.34,Notification,246,530,0
LA-01926,Urban Development,Uttar Pradesh,Varanasi,5.0,1,54.19,74.52,66.21,0,3,2,45.9,100.0,89.01,61.74,Valuation,429,571,0
LA-01927,Irrigation,Maharashtra,Nagpur,5.0,8,62.33,66.8,94.55,2,2,0,48.37,63.53,91.08,60.26,Possession,423,482,1
LA-01928,Irrigation,Telangana,Khammam,8.22,165,87.07,63.1,94.22,7,2,4,29.43,70.83,71.96,68.83,Compensation,403,699,1
LA-01929,Railway,Telangana,Karimnagar,13.32,130,99.38,54.63,67.95,5,4,3,76.67,55.01,16.82,65.74,Compensation,322,492,0
LA-01930,Urban Development,Uttar Pradesh,Prayagraj,10.05,91,69.09,70.21,85.06,3,3,0,66.3,67.93,100.0,75.49,Valuation,254,545,1
LA-01931,Highway,Rajasthan,Ajmer,5.0,75,45.73,59.01,26.57,1,1,1,100.0,89.1,81.52,64.15,Rehabilitation,424,430,1
LA-01932,Railway,Uttar Pradesh,Agra,15.12,56,79.22,85.57,56.58,0,1,3,0.16,93.24,79.42,64.97,Possession,427,499,1
LA-01933,Urban Development,Telangana,Khammam,20.83,138,86.17,100.0,85.28,4,6,3,93.45,50.39,71.88,89.63,Notification,278,509,0
LA-01934,Urban Development,Madhya Pradesh,Jabalpur,6.08,39,78.72,64.14,25.67,1,5,0,62.12,79.6,65.27,53.55,Rehabilitation,418,606,0
LA-01935,Railway,Madhya Pradesh,Bhopal,5.0,82,40.79,80.96,78.43,0,5,1,20.82,58.37,59.83,68.4,Compensation,286,510,1
LA-01936,Industrial,Telangana,Nizamabad,6.44,27,64.84,93.71,94.91,0,2,0,66.19,78.64,69.12,76.97,Notification,246,449,0
LA-01937,Power,Madhya Pradesh,Gwalior,25.68,99,87.9,58.73,18.56,1,0,2,38.56,40.72,84.44,47.19,Compensation,524,656,1
LA-01938,Irrigation,Rajasthan,Kota,5.07,81,84.26,38.51,69.37,6,4,0,64.88,76.74,55.19,54.44,Possession,519,560,1
LA-01939,Railway,Telangana,Warangal,5.0,100,86.84,81.58,52.84,3,1,1,78.37,58.91,96.2,84.55,Notification,476,485,0
LA-01940,Railway,Madhya Pradesh,Indore,7.64,37,86.87,59.75,58.96,0,2,0,51.4,82.4,36.97,66.82,Valuation,280,370,1
LA-01941,Irrigation,Uttar Pradesh,Varanasi,6.91,117,67.62,50.67,57.14,4,3,1,83.45,47.33,63.7,56.37,Possession,487,586,1
LA-01942,Industrial,Telangana,Hyderabad,5.0,79,75.01,93.44,35.65,2,4,1,61.35,48.72,84.76,59.18,Valuation,442,442,1
LA-01943,Railway,Karnataka,Mysuru,14.6,114,91.97,68.35,45.62,0,4,3,88.09,83.77,100.0,87.9,Notification,242,560,0
LA-01944,Irrigation,Karnataka,Mangaluru,11.04,106,60.65,58.05,70.96,2,5,2,64.37,77.26,77.69,65.71,Valuation,464,491,1
LA-01945,Power,Gujarat,Vadodara,9.49,147,84.27,64.64,58.13,9,5,1,23.61,64.07,89.19,69.03,Notification,555,665,0
LA-01946,Highway,Maharashtra,Nagpur,6.55,49,82.79,93.32,67.04,3,2,2,56.77,54.09,64.13,68.05,Possession,494,633,1
LA-01947,Irrigation,Maharashtra,Aurangabad,11.66,96,86.59,94.56,62.84,1,3,1,69.04,74.63,67.68,77.24,Compensation,351,447,0
LA-01948,Power,Maharashtra,Aurangabad,9.31,99,96.86,87.82,77.67,1,3,4,66.59,56.37,51.77,83.96,Valuation,375,591,0
LA-01949,Railway,Maharashtra,Thane,7.82,111,82.64,58.59,59.89,3,3,2,88.31,93.44,56.0,65.22,Possession,500,516,1
LA-01950,Highway,Karnataka,Belagavi,5.0,40,100.0,66.39,40.96,1,1,1,54.83,74.99,42.84,58.61,Notification,299,458,0
LA-01951,Railway,Maharashtra,Nagpur,13.15,175,69.7,84.66,95.53,6,2,2,93.75,56.55,54.6,91.02,Compensation,569,624,0
LA-01952,Urban Development,Telangana,Warangal,6.26,75,62.88,80.85,80.72,2,1,4,55.88,73.11,89.79,74.23,Rehabilitation,476,540,0
LA-01953,Railway,Rajasthan,Jaipur,5.0,201,64.02,95.73,58.97,6,2,3,61.44,100.0,81.11,61.72,Valuation,477,715,1
LA-01954,Railway,Karnataka,Belagavi,5.0,81,81.37,53.66,38.73,3,4,3,30.19,87.78,78.44,63.7,Rehabilitation,478,558,1
LA-01955,Irrigation,Gujarat,Vadodara,5.0,74,100.0,61.53,50.56,3,0,1,55.57,89.45,81.12,80.99,Possession,177,407,0
LA-01956,Irrigation,Maharashtra,Nagpur,8.09,26,78.86,61.78,46.44,0,3,0,50.67,53.33,86.8,56.27,Possession,381,407,0
LA-01957,Industrial,Uttar Pradesh,Kanpur,5.0,57,74.26,52.56,87.18,0,3,4,55.15,53.84,76.43,57.53,Compensation,387,424,0
LA-01958,Railway,Tamil Nadu,Salem,6.42,92,100.0,53.85,40.55,2,1,1,72.02,52.86,77.22,51.67,Compensation,280,479,0
LA-01959,Irrigation,Gujarat,Kutch,6.85,148,100.0,51.83,47.72,4,2,3,64.08,39.38,68.61,55.49,Notification,418,676,1
LA-01960,Power,Gujarat,Surat,55.3,34,90.41,69.56,94.82,0,1,0,55.99,72.86,76.97,76.88,Compensation,599,509,0
LA-01961,Urban Development,Telangana,Nizamabad,5.0,73,75.25,96.35,83.26,4,6,0,65.58,67.7,85.99,85.65,Compensation,396,579,0
LA-01962,Power,Maharashtra,Thane,8.43,162,82.5,51.25,91.76,5,1,4,75.39,77.51,61.55,62.84,Valuation,397,696,1
LA-01963,Industrial,Telangana,Hyderabad,11.32,27,77.18,50.17,72.56,1,0,0,100.0,55.62,42.09,79.99,Rehabilitation,375,501,0
LA-01964,Irrigation,Karnataka,Bengaluru,5.97,112,53.8,71.53,93.48,2,4,1,71.96,63.05,61.35,68.78,Valuation,453,542,1
LA-01965,Irrigation,Madhya Pradesh,Bhopal,7.87,122,89.62,68.5,44.8,5,2,0,89.68,39.5,62.85,67.95,Rehabilitation,562,691,1
LA-01966,Power,Tamil Nadu,Salem,5.0,41,59.15,98.55,28.27,0,4,1,68.9,56.63,78.51,66.9,Notification,269,535,0
LA-01967,Irrigation,Maharashtra,Aurangabad,36.54,55,87.76,98.29,6.49,3,3,0,65.58,45.99,44.99,39.67,Rehabilitation,497,524,0
LA-01968,Power,Telangana,Nizamabad,5.4,22,81.15,55.42,88.0,0,2,1,45.33,68.73,77.12,64.89,Rehabilitation,275,592,0
LA-01969,Highway,Rajasthan,Kota,9.41,126,82.51,90.03,65.02,3,4,2,35.18,52.58,65.8,68.08,Possession,465,560,0
LA-01970,Highway,Tamil Nadu,Salem,5.0,1,74.52,90.24,27.05,1,1,1,55.9,72.01,48.59,59.76,Possession,177,319,0
LA-01971,Power,Tamil Nadu,Salem,20.31,65,68.28,75.37,56.59,0,2,1,68.68,57.83,51.61,56.83,Notification,265,416,1
LA-01972,Highway,Rajasthan,Udaipur,20.53,173,68.13,91.85,66.27,3,1,3,63.79,74.28,55.2,66.66,Valuation,535,558,0
LA-01973,Highway,Telangana,Warangal,10.53,40,100.0,49.21,72.44,1,3,0,97.43,89.89,50.8,67.57,Compensation,369,495,1
LA-01974,Irrigation,Maharashtra,Pune,7.53,96,74.45,73.79,47.7,0,2,2,31.16,68.51,50.97,60.76,Valuation,313,628,0
LA-01975,Railway,Rajasthan,Ajmer,19.98,156,45.35,87.01,53.18,7,3,2,69.19,53.54,65.86,54.84,Rehabilitation,458,673,1
LA-01976,Irrigation,Uttar Pradesh,Varanasi,8.32,69,72.36,81.6,70.93,0,1,1,63.87,100.0,44.92,59.65,Valuation,395,451,0
LA-01977,Irrigation,Rajasthan,Ajmer,8.51,38,68.41,87.2,74.63,2,1,0,82.14,78.13,74.55,80.19,Compensation,220,421,0
LA-01978,Irrigation,Madhya Pradesh,Indore,10.45,205,65.11,55.17,80.93,7,5,5,74.9,81.4,69.08,58.74,Rehabilitation,560,662,1
LA-01979,Irrigation,Rajasthan,Udaipur,5.48,28,95.11,73.05,70.04,0,1,0,40.26,53.92,65.18,72.77,Rehabilitation,213,454,0
LA-01980,Urban Development,Madhya Pradesh,Indore,5.0,40,94.93,95.97,100.0,0,3,2,35.25,92.59,58.92,85.61,Notification,294,442,1
LA-01981,Urban Development,Madhya Pradesh,Indore,5.0,117,59.61,44.66,58.45,5,4,1,51.06,100.0,81.89,47.86,Rehabilitation,487,514,1
LA-01982,Railway,Karnataka,Mysuru,6.24,128,100.0,61.04,78.19,1,3,1,57.72,85.61,66.47,65.99,Notification,404,670,0
LA-01983,Industrial,Telangana,Khammam,5.58,123,82.75,48.43,31.35,1,4,2,52.25,27.37,76.14,51.95,Compensation,422,469,1
LA-01984,Railway,Maharashtra,Nagpur,5.26,18,59.52,47.29,27.91,1,2,0,90.44,78.43,88.25,69.03,Valuation,517,402,0
LA-01985,Urban Development,Maharashtra,Pune,11.81,162,95.81,78.08,45.35,5,2,4,67.16,73.11,71.28,62.27,Possession,516,658,1
LA-01986,Industrial,Uttar Pradesh,Varanasi,5.0,40,93.02,76.78,24.77,0,1,0,74.33,67.03,47.18,56.01,Notification,427,451,0
LA-01987,Railway,Madhya Pradesh,Bhopal,5.0,92,76.64,89.91,72.85,4,2,0,48.5,73.72,50.02,61.88,Compensation,461,563,0
LA-01988,Irrigation,Uttar Pradesh,Varanasi,17.83,115,52.49,96.64,48.72,4,3,5,27.66,54.22,65.76,64.05,Valuation,416,543,1
LA-01989,Industrial,Madhya Pradesh,Ujjain,5.39,67,41.08,82.47,52.19,1,2,0,11.24,59.36,13.6,33.24,Valuation,541,538,1
LA-01990,Irrigation,Madhya Pradesh,Gwalior,10.49,118,90.37,97.31,64.63,0,0,3,61.39,84.38,80.76,66.21,Valuation,420,470,0
LA-01991,Industrial,Rajasthan,Jaipur,14.0,69,49.21,43.73,78.45,2,1,0,65.3,68.85,63.07,61.08,Compensation,235,546,1
LA-01992,Irrigation,Madhya Pradesh,Ujjain,26.84,158,54.95,100.0,73.51,4,1,4,85.17,52.16,73.55,75.92,Rehabilitation,551,742,1
LA-01993,Railway,Tamil Nadu,Tiruchirappalli,11.14,142,61.19,87.82,77.1,4,1,4,47.79,63.06,89.68,85.79,Rehabilitation,139,523,1
LA-01994,Highway,Gujarat,Vadodara,5.0,56,47.69,57.0,77.53,1,1,0,75.5,94.72,55.1,62.49,Valuation,365,485,0
LA-01995,Irrigation,Telangana,Warangal,5.0,99,90.28,65.5,83.12,4,0,2,79.12,85.52,66.46,73.72,Rehabilitation,391,497,0
LA-01996,Power,Telangana,Khammam,9.27,1,55.34,100.0,89.95,1,4,0,46.01,38.23,54.57,76.47,Compensation,218,393,0
LA-01997,Highway,Maharashtra,Thane,5.0,42,84.87,56.98,49.52,0,5,1,62.54,75.16,53.91,53.92,Notification,183,508,1
LA-01998,Highway,Tamil Nadu,Coimbatore,5.0,1,54.94,52.38,66.58,0,3,0,51.74,69.17,94.48,55.12,Rehabilitation,331,513,0
LA-01999,Irrigation,Gujarat,Ahmedabad,8.58,117,78.73,58.21,87.45,0,2,2,30.47,66.7,63.83,61.47,Compensation,521,472,0
LA-02000,Urban Development,Telangana,Nizamabad,23.08,201,98.03,63.48,72.61,2,1,4,43.61,74.38,50.29,64.33,Rehabilitation,408,594,0
LA-02001,Power,Tamil Nadu,Coimbatore,5.34,76,87.13,64.24,95.61,2,2,0,61.33,100.0,59.48,87.24,Possession,369,588,1
LA-02002,Highway,Rajasthan,Kota,7.52,154,77.83,82.21,82.12,1,1,2,16.49,65.75,100.0,82.43,Valuation,343,578,1
LA-02003,Urban Development,Uttar Pradesh,Agra,15.73,78,100.0,88.06,45.64,0,0,0,66.27,63.16,82.67,67.48,Rehabilitation,159,398,0
LA-02004,Railway,Maharashtra,Nagpur,25.54,114,23.23,70.06,81.32,3,3,3,5.37,68.66,68.27,58.7,Possession,568,628,1
LA-02005,Industrial,Rajasthan,Kota,6.52,55,100.0,96.41,50.36,3,2,1,41.63,100.0,87.71,58.56,Notification,405,527,0
LA-02006,Irrigation,Gujarat,Surat,14.03,17,48.38,63.52,73.19,0,2,1,27.33,71.57,46.73,57.11,Rehabilitation,288,393,0
LA-02007,Irrigation,Tamil Nadu,Salem,47.48,124,98.47,85.21,79.15,3,2,2,73.05,64.49,83.98,78.15,Compensation,319,522,0
LA-02008,Irrigation,Karnataka,Mangaluru,6.98,59,66.06,68.27,74.48,0,4,0,53.22,71.7,84.11,72.14,Compensation,460,472,1
LA-02009,Industrial,Rajasthan,Kota,20.9,108,100.0,34.4,74.61,2,5,3,0.0,84.18,81.04,65.09,Rehabilitation,419,496,1
LA-02010,Railway,Uttar Pradesh,Lucknow,5.0,81,97.91,50.67,69.3,2,5,0,48.18,70.19,96.9,73.23,Valuation,252,463,1
LA-02011,Railway,Gujarat,Surat,5.81,41,83.81,83.53,39.75,3,1,0,51.87,67.88,41.03,57.49,Valuation,109,481,0
LA-02012,Highway,Uttar Pradesh,Agra,6.78,119,56.25,51.66,35.36,2,1,1,62.13,86.5,42.26,48.35,Valuation,227,531,0
LA-02013,Power,Uttar Pradesh,Varanasi,5.0,1,76.64,46.81,54.09,1,4,0,31.94,60.43,99.84,72.98,Notification,310,409,1
LA-02014,Industrial,Gujarat,Vadodara,5.0,43,85.43,43.44,60.08,0,2,0,89.96,49.06,60.56,63.04,Compensation,335,492,0
LA-02015,Power,Uttar Pradesh,Varanasi,5.56,133,64.18,90.3,58.22,4,3,3,100.0,82.81,95.41,74.33,Rehabilitation,262,467,0
LA-02016,Highway,Rajasthan,Jaipur,14.96,79,75.12,81.19,57.74,1,1,1,92.14,59.92,87.64,68.89,Compensation,572,621,0
LA-02017,Highway,Madhya Pradesh,Jabalpur,16.55,43,66.84,66.93,44.48,0,4,0,38.33,67.05,95.94,69.86,Valuation,447,447,0
LA-02018,Railway,Karnataka,Mangaluru,7.97,53,64.12,59.7,75.3,1,6,0,84.48,62.47,50.96,74.79,Possession,414,425,0
LA-02019,Railway,Gujarat,Kutch,5.05,137,90.63,68.82,100.0,0,4,5,83.51,66.14,74.34,90.62,Possession,535,614,0
LA-02020,Railway,Telangana,Hyderabad,5.62,118,84.2,93.41,68.39,0,4,1,71.87,30.0,49.67,69.42,Valuation,367,528,0
LA-02021,Industrial,Maharashtra,Nagpur,26.71,115,58.84,61.93,22.7,5,2,1,21.08,45.81,64.85,37.28,Notification,547,638,1
LA-02022,Irrigation,Maharashtra,Aurangabad,21.09,83,47.04,73.95,52.18,4,4,4,68.3,50.9,68.34,59.66,Compensation,492,579,1
LA-02023,Urban Development,Maharashtra,Nagpur,44.25,146,94.72,57.06,52.92,3,1,2,54.97,86.57,82.63,66.49,Valuation,577,611,0
LA-02024,Highway,Maharashtra,Aurangabad,7.77,69,98.03,67.03,62.07,1,2,1,100.0,41.11,71.19,75.19,Rehabilitation,465,458,1
LA-02025,Industrial,Karnataka,Mangaluru,11.45,112,53.12,87.49,63.69,2,1,1,77.93,61.6,66.03,67.53,Notification,178,460,0
LA-02026,Irrigation,Gujarat,Kutch,8.03,101,48.59,36.71,89.24,1,1,0,85.98,80.72,48.26,58.94,Rehabilitation,460,529,1
LA-02027,Irrigation,Rajasthan,Jodhpur,5.0,134,62.95,39.27,85.72,5,1,3,54.75,94.34,62.21,70.59,Notification,312,522,1
LA-02028,Power,Karnataka,Hubballi,5.0,93,78.86,94.2,100.0,0,1,1,96.03,40.51,50.7,99.89,Notification,30,492,0
LA-02029,Power,Maharashtra,Thane,5.0,77,91.72,69.44,87.04,2,3,0,76.51,62.9,49.55,86.28,Possession,493,518,0
LA-02030,Industrial,Maharashtra,Aurangabad,5.0,86,68.34,61.64,31.02,4,1,1,84.18,52.01,73.78,69.59,Compensation,670,633,1
LA-02031,Railway,Madhya Pradesh,Gwalior,37.37,108,92.16,57.59,50.71,2,6,1,79.92,100.0,37.08,76.46,Notification,338,567,0
LA-02032,Highway,Madhya Pradesh,Bhopal,5.62,49,82.64,77.98,100.0,3,0,1,66.69,68.27,79.04,88.28,Rehabilitation,349,618,0
LA-02033,Industrial,Karnataka,Mysuru,24.86,146,53.95,76.71,85.07,4,3,3,35.37,61.2,45.76,68.24,Notification,305,477,0
LA-02034,Irrigation,Uttar Pradesh,Varanasi,5.78,184,78.38,79.07,50.03,2,3,3,59.59,77.25,64.32,82.09,Compensation,606,581,0
LA-02035,Power,Rajasthan,Kota,6.04,74,65.15,72.21,71.82,0,2,1,58.89,74.17,66.1,64.03,Notification,263,415,0
LA-02036,Irrigation,Madhya Pradesh,Gwalior,5.0,79,100.0,94.12,73.36,4,4,0,59.61,82.73,29.53,81.39,Rehabilitation,556,590,0
LA-02037,Industrial,Uttar Pradesh,Agra,5.68,64,91.99,61.73,54.42,2,3,0,62.75,79.73,51.81,60.75,Possession,365,412,0
LA-02038,Urban Development,Telangana,Hyderabad,8.63,50,90.92,94.33,84.88,1,3,1,60.4,84.04,100.0,73.97,Rehabilitation,295,481,0
